timestamp,np15_lmp,sp15_lmp,solar_mw,hub_avg_lmp,curtailed_mw,potential_mw
2025-01-01 00:00:00-08:00,42.15472,41.35992,0.0,41.75732,0.0,0.0
2025-01-01 01:00:00-08:00,42.20734,41.38941,0.0,41.798375,0.0,0.0
2025-01-01 02:00:00-08:00,41.85056,41.17314,0.0,41.51185,0.0,0.0
2025-01-01 03:00:00-08:00,41.39496,40.83716,0.0,41.11606,0.0,0.0
2025-01-01 04:00:00-08:00,42.16713,41.51501,0.0,41.84107,0.0,0.0
2025-01-01 05:00:00-08:00,42.18,41.66169,0.0,41.920845,0.0,0.0
2025-01-01 06:00:00-08:00,42.43256,42.02276,0.0,42.22766,0.0,0.0
2025-01-01 07:00:00-08:00,38.18,38.48371,2182.05662,38.331855,0.0,2182.05662
2025-01-01 08:00:00-08:00,31.77,26.36094,8032.90815,29.06547,0.0,8032.90815
2025-01-01 09:00:00-08:00,31.87223,22.95627,11175.24065,27.41425,0.0,11175.24065
2025-01-01 10:00:00-08:00,30.50089,22.50321,11562.31645,26.50205,1.54,11563.856450000001
2025-01-01 11:00:00-08:00,27.46248,21.37186,11270.25235,24.41717,0.0,11270.25235
2025-01-01 12:00:00-08:00,24.94401,19.94409,11195.24775,22.44405,6.25,11201.49775
2025-01-01 13:00:00-08:00,23.28458,19.95329,11150.90085,21.618935,330.77,11481.67085
2025-01-01 14:00:00-08:00,28.06569,21.23309,9745.25892,24.64939,1385.64,11130.89892
2025-01-01 15:00:00-08:00,32.39461,31.87551,6840.552540000001,32.13506,551.22,7391.772540000001
2025-01-01 16:00:00-08:00,46.95426,44.57175,1161.66519,45.763005,0.0,1161.66519
2025-01-01 17:00:00-08:00,47.02741,45.86494,178.49595,46.446175,0.0,178.49595
2025-01-01 18:00:00-08:00,46.31712,45.62168,0.0,45.9694,0.0,0.0
2025-01-01 19:00:00-08:00,46.10823,45.49087,70.31730999999999,45.79955,0.0,70.31730999999999
2025-01-01 20:00:00-08:00,46.10606,45.42899,0.0,45.767525,0.0,0.0
2025-01-01 21:00:00-08:00,45.56278,45.3783,0.0,45.47054,0.0,0.0
2025-01-01 22:00:00-08:00,46.09088,44.71941,0.0,45.405145000000005,0.0,0.0
2025-01-01 23:00:00-08:00,45.09415,42.05664,0.0,43.575395,0.0,0.0
2025-01-02 00:00:00-08:00,43.05436,41.56954,0.0,42.31195,0.0,0.0
2025-01-02 01:00:00-08:00,42.04656,40.65756,0.0,41.35206,0.0,0.0
2025-01-02 02:00:00-08:00,40.86144,39.94135,0.0,40.401395,0.0,0.0
2025-01-02 03:00:00-08:00,40.54074,39.98044,0.0,40.26059,0.0,0.0
2025-01-02 04:00:00-08:00,43.04523,42.25891,0.0,42.65207,0.0,0.0
2025-01-02 05:00:00-08:00,47.30216,46.55781,0.0,46.929985,0.0,0.0
2025-01-02 06:00:00-08:00,52.78097,52.05364,0.0,52.417305,0.0,0.0
2025-01-02 07:00:00-08:00,50.66561,47.42807,2217.34697,49.04684,0.0,2217.34697
2025-01-02 08:00:00-08:00,38.92342,31.5135,8793.51023,35.21846,15.47,8808.98023
2025-01-02 09:00:00-08:00,34.61322,27.13704,11902.4516,30.87513,121.44,12023.8916
2025-01-02 10:00:00-08:00,32.46675,27.24743,12150.95072,29.85709,248.94,12399.890720000001
2025-01-02 11:00:00-08:00,32.24537,27.58687,11839.058960000002,29.91612,244.4,12083.458960000002
2025-01-02 12:00:00-08:00,31.0,26.10476,11948.41829,28.55238,239.39,12187.808289999999
2025-01-02 13:00:00-08:00,28.88526,25.23852,12137.06497,27.06189,173.58,12310.64497
2025-01-02 14:00:00-08:00,30.69754,26.30279,11815.274610000002,28.500165000000003,379.42,12194.694610000002
2025-01-02 15:00:00-08:00,36.1678,33.18,7748.849020000001,34.6739,242.43,7991.279020000001
2025-01-02 16:00:00-08:00,47.89324,46.148,1306.37635,47.02062,0.48,1306.85635
2025-01-02 17:00:00-08:00,48.51429,46.543,166.56625,47.528645,0.0,166.56625
2025-01-02 18:00:00-08:00,48.12516,46.31259,0.0,47.218875,0.0,0.0
2025-01-02 19:00:00-08:00,47.23462,46.0084,0.0,46.62151,0.0,0.0
2025-01-02 20:00:00-08:00,47.12023,45.79421,0.0,46.45722,0.0,0.0
2025-01-02 21:00:00-08:00,46.0422,45.26134,0.0,45.65177,0.0,0.0
2025-01-02 22:00:00-08:00,46.0031,44.75433,0.0,45.378715,0.0,0.0
2025-01-02 23:00:00-08:00,43.69754,42.85205,0.0,43.274795,0.0,0.0
2025-01-03 00:00:00-08:00,45.36549,44.72065,0.0,45.04307,0.0,0.0
2025-01-03 01:00:00-08:00,42.76993,42.31206,0.0,42.540995,0.0,0.0
2025-01-03 02:00:00-08:00,42.49404,42.26325,0.0,42.378645,0.0,0.0
2025-01-03 03:00:00-08:00,42.4662,42.37899,0.0,42.422595,0.0,0.0
2025-01-03 04:00:00-08:00,44.13404,44.03586,0.0,44.08495,0.0,0.0
2025-01-03 05:00:00-08:00,47.80737,47.85216,0.0,47.829765,0.0,0.0
2025-01-03 06:00:00-08:00,51.11171,50.65723,0.0,50.88447,0.0,0.0
2025-01-03 07:00:00-08:00,53.09216,51.61281,1181.34528,52.352485,0.0,1181.34528
2025-01-03 08:00:00-08:00,48.59677,44.90479,4484.0640300000005,46.75078,0.0,4484.0640300000005
2025-01-03 09:00:00-08:00,48.8314,40.78728,5830.84793,44.809340000000006,0.0,5830.84793
2025-01-03 10:00:00-08:00,44.52956,37.37201,7489.2797,40.950785,0.0,7489.2797
2025-01-03 11:00:00-08:00,44.04707,36.94219,8854.10326,40.49463,3.61,8857.71326
2025-01-03 12:00:00-08:00,40.36987,34.5681,9096.83922,37.468985,18.46,9115.299219999999
2025-01-03 13:00:00-08:00,40.5,33.94147,8529.48588,37.220735000000005,9.58,8539.06588
2025-01-03 14:00:00-08:00,40.85452,34.36823,7632.81021,37.611375,0.5,7633.31021
2025-01-03 15:00:00-08:00,44.20799,40.72501,4695.32489,42.4665,0.0,4695.32489
2025-01-03 16:00:00-08:00,47.75463,46.12568,658.35961,46.940155,0.0,658.35961
2025-01-03 17:00:00-08:00,47.8717,46.30152,0.0,47.08660999999999,0.0,0.0
2025-01-03 18:00:00-08:00,44.93938,43.98957,0.0,44.464475,0.0,0.0
2025-01-03 19:00:00-08:00,44.09566,42.87562,0.0,43.48564,0.0,0.0
2025-01-03 20:00:00-08:00,43.26677,41.55076,0.0,42.408765,0.0,0.0
2025-01-03 21:00:00-08:00,42.47052,40.45679,0.0,41.463655,0.0,0.0
2025-01-03 22:00:00-08:00,41.28732,38.17572,0.0,39.73152,0.0,0.0
2025-01-03 23:00:00-08:00,39.58113,37.07841,0.0,38.32977,0.0,0.0
2025-01-04 00:00:00-08:00,38.81314,38.44694,0.0,38.63004,0.0,0.0
2025-01-04 01:00:00-08:00,40.09875,37.99584,0.0,39.047295000000005,0.0,0.0
2025-01-04 02:00:00-08:00,39.54632,37.37963,0.0,38.462975,0.0,0.0
2025-01-04 03:00:00-08:00,38.20994,36.16164,0.0,37.18579,0.0,0.0
2025-01-04 04:00:00-08:00,40.2367,38.19069,0.0,39.213695,0.0,0.0
2025-01-04 05:00:00-08:00,40.47147,38.68902,0.0,39.580245,0.0,0.0
2025-01-04 06:00:00-08:00,41.25983,39.46,0.0,40.359915,0.0,0.0
2025-01-04 07:00:00-08:00,41.2266,38.63435,1636.87598,39.930475,0.0,1636.87598
2025-01-04 08:00:00-08:00,27.0,17.55074,7835.69772,22.27537,49.71,7885.40772
2025-01-04 09:00:00-08:00,30.43695,9.56564,11214.09305,20.001295,141.35,11355.44305
2025-01-04 10:00:00-08:00,27.06465,7.90987,11513.97203,17.48726,36.18,11550.152030000001
2025-01-04 11:00:00-08:00,25.21,7.53591,11383.91936,16.372955,56.64,11440.55936
2025-01-04 12:00:00-08:00,22.6154,6.83087,10902.01211,14.723135,439.71,11341.722109999999
2025-01-04 13:00:00-08:00,22.60141,6.30351,9908.53418,14.45246,1205.27,11113.804180000001
2025-01-04 14:00:00-08:00,26.4111,9.40175,9456.99705,17.906425,279.45,9736.44705
2025-01-04 15:00:00-08:00,31.30163,23.92073,5226.38503,27.61118,29.59,5255.9750300000005
2025-01-04 16:00:00-08:00,43.5048,41.18981,719.6535600000001,42.347305000000006,0.0,719.6535600000001
2025-01-04 17:00:00-08:00,47.46456,45.24486,0.0,46.35471,0.0,0.0
2025-01-04 18:00:00-08:00,46.7664,44.44427,0.0,45.605335,0.0,0.0
2025-01-04 19:00:00-08:00,46.49229,44.68457,0.0,45.58843,0.0,0.0
2025-01-04 20:00:00-08:00,46.42673,44.28024,0.0,45.353485,0.0,0.0
2025-01-04 21:00:00-08:00,46.4006,44.10792,0.0,45.25426,0.0,0.0
2025-01-04 22:00:00-08:00,45.75888,43.22987,0.0,44.494375,0.0,0.0
2025-01-04 23:00:00-08:00,44.43373,43.17414,0.0,43.803935,0.0,0.0
2025-01-05 00:00:00-08:00,42.48483,41.5467,0.0,42.015765,0.0,0.0
2025-01-05 01:00:00-08:00,42.23799,41.37937,0.0,41.80868,0.0,0.0
2025-01-05 02:00:00-08:00,41.54798,40.61402,0.0,41.081,0.0,0.0
2025-01-05 03:00:00-08:00,40.90342,40.22189,0.0,40.562655,0.0,0.0
2025-01-05 04:00:00-08:00,42.53303,41.77792,0.0,42.155475,0.0,0.0
2025-01-05 05:00:00-08:00,42.59978,41.82044,0.0,42.21011,0.0,0.0
2025-01-05 06:00:00-08:00,43.87828,43.285,0.0,43.58163999999999,0.0,0.0
2025-01-05 07:00:00-08:00,42.08334,40.07282,1883.33308,41.07808,0.0,1883.33308
2025-01-05 08:00:00-08:00,28.17746,20.7105,7805.330989999999,24.44398,7.47,7812.800989999999
2025-01-05 09:00:00-08:00,31.44472,7.0,10868.16709,19.22236,3.46,10871.62709
2025-01-05 10:00:00-08:00,30.16117,5.52764,11612.85237,17.844405,20.85,11633.70237
2025-01-05 11:00:00-08:00,26.52307,4.83713,11872.65361,15.6801,1.36,11874.01361
2025-01-05 12:00:00-08:00,23.22872,3.15512,11942.92994,13.19192,13.13,11956.05994
2025-01-05 13:00:00-08:00,20.56187,0.93233,12169.97961,10.7471,18.01,12187.98961
2025-01-05 14:00:00-08:00,29.89662,5.0208,11807.24726,17.45871,71.72,11878.96726
2025-01-05 15:00:00-08:00,33.14932,20.39885,7619.57326,26.774085,147.53,7767.10326
2025-01-05 16:00:00-08:00,46.67843,44.4233,1373.17245,45.550865,0.17,1373.34245
2025-01-05 17:00:00-08:00,48.32058,46.52151,0.0,47.421045,0.0,0.0
2025-01-05 18:00:00-08:00,46.71002,46.87011,0.0,46.790065,0.0,0.0
2025-01-05 19:00:00-08:00,48.65498,45.63335,0.0,47.144165,0.0,0.0
2025-01-05 20:00:00-08:00,48.47167,45.38959,0.0,46.93063,0.0,0.0
2025-01-05 21:00:00-08:00,48.10823,44.95082,0.0,46.529525,0.0,0.0
2025-01-05 22:00:00-08:00,47.2221,44.68353,0.0,45.952815,0.0,0.0
2025-01-05 23:00:00-08:00,45.92301,43.61399,0.0,44.7685,0.0,0.0
2025-01-06 00:00:00-08:00,43.96872,43.2671,0.0,43.61791,0.0,0.0
2025-01-06 01:00:00-08:00,43.86993,42.7256,0.0,43.297765,0.0,0.0
2025-01-06 02:00:00-08:00,43.46286,42.69798,0.0,43.08042,0.0,0.0
2025-01-06 03:00:00-08:00,42.22243,41.59101,0.0,41.90672,0.0,0.0
2025-01-06 04:00:00-08:00,45.0625,44.16976,0.0,44.61613,0.0,0.0
2025-01-06 05:00:00-08:00,48.30716,47.28942,0.0,47.79829,0.0,0.0
2025-01-06 06:00:00-08:00,50.19355,49.03,0.0,49.611775,0.0,0.0
2025-01-06 07:00:00-08:00,52.72287,48.71193,2095.50232,50.7174,0.0,2095.50232
2025-01-06 08:00:00-08:00,40.7721,28.4364,8732.78704,34.60425,130.6,8863.38704
2025-01-06 09:00:00-08:00,38.46232,16.74581,12029.05168,27.604065,160.24,12189.29168
2025-01-06 10:00:00-08:00,35.45707,14.92796,12445.22709,25.192515,112.7,12557.927090000001
2025-01-06 11:00:00-08:00,33.63952,14.05859,12090.43827,23.849055,26.33,12116.76827
2025-01-06 12:00:00-08:00,31.74518,12.51915,12053.25031,22.132165,34.96,12088.210309999999
2025-01-06 13:00:00-08:00,31.35149,8.25097,11913.60801,19.80123,131.12,12044.72801
2025-01-06 14:00:00-08:00,32.78879,7.9,10736.94455,20.344395,307.09,11044.03455
2025-01-06 15:00:00-08:00,37.1802,20.5084,6814.51595,28.8443,182.43,6996.94595
2025-01-06 16:00:00-08:00,47.53482,42.28787,1273.68249,44.911345,0.0,1273.68249
2025-01-06 17:00:00-08:00,49.27894,43.02606,7.577509999999999,46.1525,0.0,7.577509999999999
2025-01-06 18:00:00-08:00,49.20112,43.23685,5.04433,46.218985,0.0,5.04433
2025-01-06 19:00:00-08:00,48.93256,42.74889,0.0,45.840725000000006,0.0,0.0
2025-01-06 20:00:00-08:00,48.93838,41.97044,0.0,45.45441,0.0,0.0
2025-01-06 21:00:00-08:00,48.43439,43.05998,0.0,45.747185,0.0,0.0
2025-01-06 22:00:00-08:00,46.60509,40.05246,0.0,43.328775,0.0,0.0
2025-01-06 23:00:00-08:00,45.67376,29.0,0.0,37.33688,0.0,0.0
2025-01-07 00:00:00-08:00,48.17413,46.48752,0.0,47.330825,0.0,0.0
2025-01-07 01:00:00-08:00,48.9422,46.98131,0.0,47.961755,0.0,0.0
2025-01-07 02:00:00-08:00,48.0,45.55938,0.0,46.77969,0.0,0.0
2025-01-07 03:00:00-08:00,47.81192,46.29,0.0,47.05096,0.0,0.0
2025-01-07 04:00:00-08:00,49.293,47.94456,0.0,48.61878,0.0,0.0
2025-01-07 05:00:00-08:00,54.90681,52.87823,0.0,53.892520000000005,0.0,0.0
2025-01-07 06:00:00-08:00,57.05032,56.4986,0.0,56.774460000000005,1.35,1.35
2025-01-07 07:00:00-08:00,57.36779,53.58539,1130.1798,55.47659,0.0,1130.1798
2025-01-07 08:00:00-08:00,43.31517,30.33294,5404.42179,36.824055,26.48,5430.90179
2025-01-07 09:00:00-08:00,43.75147,18.7774,8673.79402,31.264435,37.91,8711.70402
2025-01-07 10:00:00-08:00,36.19345,16.02,9983.76787,26.106725,282.95,10266.71787
2025-01-07 11:00:00-08:00,33.07709,14.67497,10299.68838,23.87603,5.02,10304.70838
2025-01-07 12:00:00-08:00,30.4905,11.53349,10741.43424,21.011995,112.08,10853.51424
2025-01-07 13:00:00-08:00,29.79139,7.09269,10607.23185,18.44204,192.78,10800.01185
2025-01-07 14:00:00-08:00,31.07835,7.5015,9303.10724,19.289925,66.03,9369.13724
2025-01-07 15:00:00-08:00,34.35556,21.0126,6156.57874,27.68408,4.92,6161.49874
2025-01-07 16:00:00-08:00,52.16906,47.20621,1002.6004,49.687635,0.0,1002.6004
2025-01-07 17:00:00-08:00,53.45958,47.80905,0.0,50.634315,0.0,0.0
2025-01-07 18:00:00-08:00,54.26134,52.45208,0.0,53.35671,0.0,0.0
2025-01-07 19:00:00-08:00,53.33271,50.91302,0.0,52.122865,0.0,0.0
2025-01-07 20:00:00-08:00,53.48526,49.65793,0.0,51.571595,0.0,0.0
2025-01-07 21:00:00-08:00,53.0456,49.67185,0.0,51.358725,0.0,0.0
2025-01-07 22:00:00-08:00,52.30093,49.40201,0.0,50.85147,0.0,0.0
2025-01-07 23:00:00-08:00,51.32135,49.14094,0.0,50.231145,0.0,0.0
2025-01-08 00:00:00-08:00,43.85876,42.85194,0.0,43.35535,0.0,0.0
2025-01-08 01:00:00-08:00,42.9751,42.15459,0.0,42.564845,0.0,0.0
2025-01-08 02:00:00-08:00,42.44666,41.94999,0.0,42.198325,0.0,0.0
2025-01-08 03:00:00-08:00,42.39955,42.00952,0.0,42.204535,0.0,0.0
2025-01-08 04:00:00-08:00,43.71071,43.13926,0.0,43.424985,0.0,0.0
2025-01-08 05:00:00-08:00,48.69043,48.0765,0.0,48.383465,0.0,0.0
2025-01-08 06:00:00-08:00,53.26673,51.95649,0.0,52.61161,0.0,0.0
2025-01-08 07:00:00-08:00,54.51975,51.84912,889.31501,53.184435,0.0,889.31501
2025-01-08 08:00:00-08:00,44.80565,35.25666,4748.47085,40.031155,0.0,4748.47085
2025-01-08 09:00:00-08:00,38.08785,24.39431,7516.27538,31.241080000000004,0.0,7516.27538
2025-01-08 10:00:00-08:00,34.63434,20.24376,9819.746,27.43905,3.5,9823.246
2025-01-08 11:00:00-08:00,32.68953,19.28636,10535.31848,25.987945,0.0,10535.31848
2025-01-08 12:00:00-08:00,31.31729,16.58959,11272.85173,23.95344,0.0,11272.85173
2025-01-08 13:00:00-08:00,28.6496,13.8031,12043.40765,21.22635,59.65,12103.057649999999
2025-01-08 14:00:00-08:00,31.66787,16.32455,11979.89201,23.99621,16.81,11996.702009999999
2025-01-08 15:00:00-08:00,40.19754,31.54545,8557.47624,35.871495,15.69,8573.16624
2025-01-08 16:00:00-08:00,51.264,49.06066,1627.51764,50.16233,0.0,1627.51764
2025-01-08 17:00:00-08:00,55.22214,51.67558,33.12502,53.44886,0.0,33.12502
2025-01-08 18:00:00-08:00,54.93787,51.26311,0.0,53.10048999999999,0.0,0.0
2025-01-08 19:00:00-08:00,53.9293,51.11683,0.0,52.523065,0.0,0.0
2025-01-08 20:00:00-08:00,51.96898,50.7703,0.0,51.36964,0.0,0.0
2025-01-08 21:00:00-08:00,51.79283,50.24172,0.0,51.017275,0.0,0.0
2025-01-08 22:00:00-08:00,49.98548,49.06344,0.0,49.524460000000005,0.0,0.0
2025-01-08 23:00:00-08:00,46.28668,45.45813,0.0,45.872405,0.0,0.0
2025-01-09 00:00:00-08:00,47.15777,46.95684,0.0,47.057305,0.0,0.0
2025-01-09 01:00:00-08:00,46.0716,45.70908,0.0,45.89034,0.0,0.0
2025-01-09 02:00:00-08:00,45.44528,45.51749,0.0,45.481385,0.0,0.0
2025-01-09 03:00:00-08:00,45.72487,45.41328,0.0,45.569075,0.0,0.0
2025-01-09 04:00:00-08:00,46.89169,46.98516,0.0,46.938425,0.0,0.0
2025-01-09 05:00:00-08:00,50.35874,50.2998,0.0,50.32927,0.0,0.0
2025-01-09 06:00:00-08:00,57.81791,58.10832,0.0,57.963115,0.0,0.0
2025-01-09 07:00:00-08:00,57.65285,55.55131,2405.23417,56.60208,0.0,2405.23417
2025-01-09 08:00:00-08:00,43.22527,37.72309,9420.65936,40.47418,19.21,9439.869359999999
2025-01-09 09:00:00-08:00,36.04755,22.00912,12312.60237,29.028335,273.08,12585.68237
2025-01-09 10:00:00-08:00,33.61797,20.28992,12623.51493,26.953945,276.43,12899.94493
2025-01-09 11:00:00-08:00,32.13566,19.99964,12384.08622,26.06765,315.83,12699.91622
2025-01-09 12:00:00-08:00,29.0884,17.28611,12332.82131,23.187255,324.87,12657.69131
2025-01-09 13:00:00-08:00,27.84784,15.68385,12000.25308,21.765845,913.06,12913.31308
2025-01-09 14:00:00-08:00,30.24156,17.37154,11397.974719999998,23.80655,1291.43,12689.404719999999
2025-01-09 15:00:00-08:00,38.68493,32.64797,8659.80712,35.66645,455.53,9115.33712
2025-01-09 16:00:00-08:00,49.48354,48.32642,2033.33632,48.90498,1.17,2034.50632
2025-01-09 17:00:00-08:00,50.01961,49.92441,0.0,49.97201,0.0,0.0
2025-01-09 18:00:00-08:00,49.22358,49.07989,0.0,49.151735,0.0,0.0
2025-01-09 19:00:00-08:00,50.50019,48.88929,0.0,49.69474,0.0,0.0
2025-01-09 20:00:00-08:00,49.98789,48.92261,53.09626,49.45525,0.0,53.09626
2025-01-09 21:00:00-08:00,48.95418,47.97683,0.0,48.465505,0.0,0.0
2025-01-09 22:00:00-08:00,48.41221,47.53812,0.0,47.975165,0.0,0.0
2025-01-09 23:00:00-08:00,47.64,47.8302,0.0,47.7351,0.0,0.0
2025-01-10 00:00:00-08:00,42.56431,42.48747,0.0,42.52589,0.0,0.0
2025-01-10 01:00:00-08:00,42.28899,42.06126,0.0,42.175125,0.0,0.0
2025-01-10 02:00:00-08:00,42.65961,42.26251,0.0,42.46106,0.0,0.0
2025-01-10 03:00:00-08:00,42.78542,42.64117,0.0,42.713295,0.0,0.0
2025-01-10 04:00:00-08:00,42.8463,43.01454,0.0,42.93042,0.0,0.0
2025-01-10 05:00:00-08:00,45.28133,43.90906,0.0,44.595195,0.0,0.0
2025-01-10 06:00:00-08:00,50.76533,46.06851,0.0,48.416920000000005,0.0,0.0
2025-01-10 07:00:00-08:00,48.12185,43.20165,2326.57103,45.66175,0.0,2326.57103
2025-01-10 08:00:00-08:00,37.39442,23.49291,9539.60303,30.443665,8.08,9547.68303
2025-01-10 09:00:00-08:00,30.39247,12.47722,12378.98314,21.434845,185.34,12564.32314
2025-01-10 10:00:00-08:00,28.61774,10.89315,12394.63418,19.755445,89.95,12484.58418
2025-01-10 11:00:00-08:00,25.61667,10.7,12057.30871,18.158335,92.79,12150.09871
2025-01-10 12:00:00-08:00,24.00162,9.97092,12085.424629999998,16.986269999999998,213.07,12298.494629999997
2025-01-10 13:00:00-08:00,23.72571,7.84,11851.73659,15.782855,734.57,12586.30659
2025-01-10 14:00:00-08:00,25.48097,8.7844,11291.44816,17.132685,1368.85,12660.29816
2025-01-10 15:00:00-08:00,30.91305,17.74029,8479.07317,24.32667,758.62,9237.69317
2025-01-10 16:00:00-08:00,43.55745,38.77999,1821.0048,41.16872,0.98,1821.9848
2025-01-10 17:00:00-08:00,45.74916,43.84441,42.231930000000006,44.796785,0.0,42.231930000000006
2025-01-10 18:00:00-08:00,45.0,42.69698,0.0,43.84849,0.0,0.0
2025-01-10 19:00:00-08:00,43.47363,39.95839,0.0,41.71601,0.0,0.0
2025-01-10 20:00:00-08:00,43.33749,39.77587,0.0,41.55668,0.0,0.0
2025-01-10 21:00:00-08:00,42.49563,39.93169,0.0,41.21366,0.0,0.0
2025-01-10 22:00:00-08:00,41.60667,40.74915,0.0,41.17791,0.0,0.0
2025-01-10 23:00:00-08:00,40.30881,40.07126,0.0,40.190035,0.0,0.0
2025-01-11 00:00:00-08:00,40.83455,39.72234,0.0,40.278445000000005,0.0,0.0
2025-01-11 01:00:00-08:00,39.69506,38.82413,0.0,39.259595,0.0,0.0
2025-01-11 02:00:00-08:00,40.39324,40.0036,0.0,40.19842,0.0,0.0
2025-01-11 03:00:00-08:00,39.71506,39.67167,0.0,39.693365,0.0,0.0
2025-01-11 04:00:00-08:00,40.04738,40.07784,0.0,40.06261,0.0,0.0
2025-01-11 05:00:00-08:00,40.46507,40.15545,0.0,40.31026,0.0,0.0
2025-01-11 06:00:00-08:00,42.18994,42.64443,0.0,42.417185,0.0,0.0
2025-01-11 07:00:00-08:00,40.68969,39.82864,2250.64801,40.259165,0.0,2250.64801
2025-01-11 08:00:00-08:00,17.43507,10.40004,9105.00449,13.917555,38.56,9143.564489999999
2025-01-11 09:00:00-08:00,13.48402,-0.73514,12100.81318,6.37444,340.76,12441.57318
